Settings,,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATS-d_regions-goods200-bids1000_1686,3,108.37,600.0,183.81,202.21,600.0,600.0,137.98,128.93,131.32,103.2,122.51,319.69,213.69,109.67,215.36,solved_not_verified,better,solved_not_verified,solved_not_verified,better,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1686,4,200.25,600.0,178.01,235.2,600.0,600.0,223.91,177.0,131.59,89.07,135.56,323.8,212.55,199.71,198.58,solved_not_verified,better,solved_not_verified,solved_not_verified,better,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1687,0,29.95,600.0,29.07,41.58,73.27,454.86,28.22,29.91,28.39,31.24,27.75,30.13,40.94,29.74,30.1,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1687,1,29.62,600.0,27.37,39.91,70.52,454.32,28.23,29.56,29.24,30.94,31.9,30.04,39.67,29.21,30.3,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1687,2,28.73,600.0,29.65,40.58,73.57,453.78,28.52,29.93,28.47,30.38,31.77,29.66,41.79,27.95,30.14,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1687,3,28.18,600.0,31.22,39.74,73.4,453.76,28.47,29.85,28.03,32.39,32.04,29.66,38.69,27.81,29.83,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1687,4,27.78,600.0,29.63,39.55,73.65,452.73,28.5,26.99,28.45,30.27,32.89,30.31,43.68,27.66,29.94,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1688,0,27.83,600.0,32.04,43.07,105.53,251.35,31.49,34.35,27.8,30.48,27.57,40.13,40.22,27.96,42.9,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1688,1,28.47,600.0,31.95,37.24,68.57,250.92,33.73,33.56,26.47,39.69,28.65,48.18,39.7,28.32,42.62,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1688,2,30.95,600.0,33.81,44.35,66.49,251.92,34.36,31.56,27.75,37.09,28.75,49.52,43.44,31.02,42.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1688,3,28.66,600.0,31.21,48.19,75.26,253.04,34.26,32.35,27.94,31.48,27.49,37.97,41.96,28.89,42.58,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1688,4,29.34,600.0,31.19,39.15,66.33,251.36,32.51,29.86,27.99,32.42,27.45,41.24,38.47,29.24,42.64,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1689,0,16.72,600.0,16.56,19.66,44.9,50.3,16.92,15.78,16.53,17.84,15.75,24.31,23.55,16.58,20.98,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1689,1,16.16,600.0,16.46,20.0,42.71,47.78,16.33,15.65,16.7,17.5,15.68,24.81,22.36,16.25,21.33,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1689,2,16.46,600.0,18.11,18.91,52.37,47.58,16.75,17.36,16.57,17.65,15.8,26.79,21.59,16.53,21.16,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1689,3,16.23,600.0,16.64,19.26,50.47,48.78,15.97,15.27,16.72,17.71,15.43,24.77,20.27,16.16,19.81,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1689,4,16.08,600.0,16.52,19.48,48.36,49.23,16.26,15.56,16.64,18.26,15.56,24.41,23.55,16.0,21.75,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1690,0,38.68,600.0,34.09,65.29,225.12,324.2,49.56,33.15,36.31,44.14,51.44,59.18,51.32,38.65,60.11,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1690,1,37.08,600.0,34.63,72.86,241.08,326.86,47.27,33.18,36.46,49.71,49.7,66.75,45.12,37.11,70.16,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1690,2,38.83,600.0,34.68,72.91,239.78,325.55,44.12,33.7,36.83,50.1,51.52,66.55,48.12,39.11,61.56,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1690,3,38.2,600.0,33.99,62.69,227.8,326.86,44.55,34.44,35.17,45.73,51.35,66.73,49.66,37.85,58.49,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1690,4,39.33,600.0,32.89,71.72,224.26,324.28,46.25,34.21,35.42,43.64,51.45,65.8,49.36,39.35,56.21,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1691,0,20.5,600.0,20.47,45.51,76.02,157.3,24.1,19.19,19.9,20.73,20.84,54.24,35.67,20.52,52.81,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1691,1,21.74,600.0,19.54,46.28,84.11,156.5,24.09,19.33,20.66,21.2,21.05,56.1,29.47,21.71,50.55,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1691,2,23.46,600.0,19.76,45.02,75.17,158.32,24.9,19.6,19.94,20.93,20.68,57.17,31.14,21.48,54.08,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1691,3,21.27,600.0,19.83,44.78,85.09,156.05,22.98,18.03,19.73,20.82,21.25,56.5,35.1,21.13,54.37,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1691,4,21.96,600.0,20.09,58.26,72.4,156.57,22.5,18.02,20.01,20.7,21.16,55.22,34.43,21.85,56.86,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1692,0,21.82,600.0,17.45,17.64,17.15,40.87,21.41,15.0,15.63,18.95,15.7,21.24,28.82,21.47,16.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1692,1,20.55,600.0,16.58,16.49,21.38,41.55,17.69,14.96,15.73,18.83,15.65,22.23,26.42,20.17,16.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1692,2,19.75,600.0,16.54,18.04,20.19,45.92,19.86,14.9,15.62,18.84,15.65,23.66,37.33,19.69,17.14,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1692,3,19.53,600.0,16.51,18.13,17.06,40.92,19.99,14.94,15.72,18.89,15.66,21.86,25.65,19.45,16.61,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1692,4,20.93,600.0,16.65,17.96,16.77,41.78,21.72,14.98,15.65,18.85,15.74,20.17,27.76,20.94,16.98,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1693,0,18.2,600.0,17.44,19.29,41.11,41.41,18.44,16.27,16.57,18.71,19.71,18.84,20.67,18.14,15.87,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1693,1,18.06,600.0,17.4,18.46,33.78,43.08,18.36,16.19,16.67,18.78,19.59,18.59,20.98,18.05,15.68,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1693,2,18.06,600.0,17.51,20.07,30.97,41.17,18.38,16.82,16.52,18.58,19.41,18.18,21.28,18.06,15.74,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1693,3,18.28,600.0,17.42,18.08,34.58,42.84,18.02,16.78,16.51,18.61,19.06,18.41,21.36,18.18,15.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1693,4,18.41,600.0,17.31,20.41,31.34,41.12,18.63,16.1,16.5,18.75,19.63,18.79,20.9,18.33,15.84,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1694,0,33.01,600.0,32.31,45.02,71.76,170.77,41.49,27.32,44.6,33.25,37.97,42.28,42.94,32.87,33.47,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1694,1,33.22,600.0,31.23,47.8,86.11,170.06,34.28,32.91,44.65,33.17,37.39,37.3,38.32,33.08,34.99,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1694,2,38.19,600.0,31.15,57.01,82.93,172.22,38.63,33.15,42.48,33.15,36.85,37.2,41.42,38.48,37.16,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1694,3,39.75,600.0,42.12,60.76,68.6,173.07,47.92,38.73,44.46,33.25,37.22,37.5,41.65,39.86,41.88,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1694,4,37.97,600.0,34.57,57.55,78.48,171.12,70.47,28.55,44.46,33.8,37.24,42.54,42.27,38.04,32.56,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1695,0,27.89,600.0,25.57,44.22,60.08,75.2,31.8,26.28,26.13,25.85,25.11,47.95,31.91,27.73,39.3,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1695,1,26.94,600.0,25.61,40.47,68.21,73.1,34.34,25.03,26.12,26.53,24.76,43.4,34.48,26.58,44.64,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1695,2,27.06,600.0,25.38,42.8,57.98,73.18,32.71,25.62,26.21,24.99,25.91,45.03,33.62,27.29,49.36,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1695,3,28.82,600.0,26.09,49.88,56.87,73.25,34.61,25.03,26.09,25.71,23.81,56.9,35.3,27.88,44.97,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1695,4,26.75,600.0,26.21,45.94,57.77,73.63,32.12,25.63,25.92,25.56,25.81,56.75,34.95,26.91,41.16,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1696,0,31.51,600.0,26.52,53.62,99.15,215.03,35.86,29.67,27.7,30.4,28.08,53.96,39.15,31.61,53.15,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1696,1,31.72,600.0,27.5,53.92,99.37,216.34,36.01,28.84,27.75,30.67,28.0,53.24,40.6,31.61,49.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1696,2,30.7,600.0,27.88,50.63,98.44,215.76,36.67,30.29,27.68,30.77,28.14,54.44,43.8,30.59,54.61,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1696,3,31.4,600.0,27.12,53.97,105.31,214.46,35.9,29.31,27.74,30.5,29.27,50.68,45.79,31.66,55.32,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1696,4,31.54,600.0,27.54,51.4,126.6,215.11,36.06,29.3,27.7,30.7,28.38,52.13,41.31,32.42,54.94,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1697,0,11.63,600.0,8.63,17.26,21.03,24.38,11.79,13.33,8.63,14.17,8.73,12.99,18.41,11.49,13.04,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1697,1,10.58,600.0,8.72,11.27,12.8,21.23,11.13,22.01,8.59,13.83,8.73,13.43,16.91,10.64,12.81,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1697,2,11.98,600.0,8.7,11.38,22.74,21.15,12.14,21.19,8.55,14.18,9.32,12.97,16.58,11.74,13.88,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1697,3,12.21,600.0,8.68,11.33,15.14,22.89,12.08,22.07,8.6,14.08,8.69,14.22,19.06,12.22,14.04,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1697,4,11.65,600.0,8.63,11.49,20.89,24.91,12.15,23.2,8.49,14.36,8.71,13.2,18.83,11.44,14.94,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1698,0,26.23,600.0,23.93,44.02,89.65,104.08,26.75,24.45,22.09,24.05,24.87,50.56,40.03,26.19,38.39,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1698,1,26.43,600.0,24.36,46.68,87.86,104.27,26.66,23.97,21.74,24.03,28.75,58.9,40.02,26.24,38.03,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1698,2,25.85,600.0,25.84,45.04,74.26,103.75,40.25,25.69,22.07,24.05,24.49,47.76,40.29,25.86,38.02,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1698,3,26.15,600.0,22.76,55.26,75.91,104.66,39.28,24.66,22.05,24.03,24.45,50.27,38.02,26.05,38.19,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1698,4,25.87,600.0,,53.71,74.84,104.5,26.6,24.03,21.87,23.35,25.31,58.56,41.17,25.94,40.1,solved_not_verified,better,,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1699,0,43.88,600.0,40.91,76.33,174.95,333.06,60.68,39.14,35.27,37.67,39.34,91.66,52.63,43.51,66.72,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1699,1,44.18,600.0,39.14,85.85,140.95,322.86,60.52,42.89,37.05,38.56,46.07,83.33,51.66,44.27,62.92,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1699,2,41.48,600.0,41.53,62.99,140.72,288.98,61.35,39.02,35.21,38.84,41.86,80.45,51.33,41.69,62.64,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1699,3,43.13,600.0,41.63,67.8,119.81,288.87,59.6,40.04,35.15,39.74,44.46,95.82,58.39,43.06,64.52,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1699,4,44.81,600.0,41.15,67.89,137.0,348.47,65.18,44.17,36.79,38.78,39.59,87.63,50.7,44.67,61.66,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1700,0,48.35,600.0,57.39,70.45,107.17,302.83,62.47,53.12,55.04,63.37,47.05,70.85,94.09,48.33,58.91,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1700,1,51.09,600.0,50.55,66.51,113.5,302.17,64.08,57.2,54.66,59.25,48.67,67.46,78.93,51.37,76.51,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
